hotel_id,hotel_name,rating,no_reviews,hotel_link
70624,TTC Imperial Hotel,4.6,2522.0,"https://www.google.com/maps/place/TTC+Imperial+Hotel/@16.4660492,107.5917343,17z/data=!4m9!3m8!1s0x3141a16afc90fefd:0xed2b74428091bd51!5m2!4m1!1i2!8m2!3d16.4660492!4d107.5917343!16s%2Fg%2F11cm0c052v?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
74040,Orchid Hotel,4.3,463.0,"https://www.google.com/maps/place/Orchid+Hotel/@16.4696856,107.5953555,17z/data=!4m9!3m8!1s0x3141a3fe3a3954bd:0x4f290133c866c20!5m2!4m1!1i2!8m2!3d16.4696856!4d107.5953555!16s%2Fg%2F1tflcqqt?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
75222,Asia Paradise,4.0,462.0,"https://www.google.com/maps/place/Asia+Paradise/@12.2358843,109.1956322,17z/data=!4m9!3m8!1s0x31706763226d7159:0x702159dc2816d245!5m2!4m1!1i2!8m2!3d12.2358843!4d109.1956322!16s%2Fg%2F1wz5061y?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
90776,InterContinental Hanoi Westlake by IHG,4.7,6458.0,https://www.google.com/maps/search/InterContinental%20Hanoi%20Westlake%2C%205%20Tu%20Hoa
96584,Elios Hotel,3.9,991.0,https://www.google.com/maps/search/Elios%20Hotel%2C%20233%20Pham%20Ngu%20Lao%2C%20Dist%201%20Saigon
96605,Sun River Hotel,4.0,683.0,"https://www.google.com/maps/place/Sun+River+Hotel/@16.067425,108.224725,17z/data=!4m9!3m8!1s0x3142183268d5babb:0x21385696d6627f8a!5m2!4m1!1i2!8m2!3d16.067425!4d108.224725!16s%2Fg%2F1tyt2v_9?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
97221,Oriental Suites Hotel & Spa,4.5,669.0,"https://www.google.com/maps/place/Oriental+Suites+Hotel+%26+Spa/@21.0332873,105.850964,17z/data=!4m9!3m8!1s0x3135abbf9f421ec9:0x6dd2b395443abd06!5m2!4m1!1i2!8m2!3d21.0332873!4d105.850964!16s%2Fg%2F11b6gddv37?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
97253,106 P. Hàng Bông,,,https://www.google.com/maps/search/Hanoi%20Oldquarter%20house%2C%20106%20Hang%20Bong
108217,Cherish hotel,4.3,1144.0,https://www.google.com/maps/search/Cherish%20Hue%20Hotel%2C%2057%20Ben%20Nghe%20st.
98964,West Lake 254D Hotel & Residence,4.3,447.0,https://www.google.com/maps/search/West%20Lake%20254D%20Hotel%20%26%20Residence%2C%20No.254%20D%20Thuy%20Khue%2C%20Tay%20Ho%20District
108257,Somerset Hoa Binh Hanoi,4.3,1011.0,https://www.google.com/maps/search/Somerset%20Hoa%20Binh%20Hanoi%2C%20No.106%20Hoang%20Quoc%20Viet%2C%20Cau%20Giay%20District
108278,Anantara Mui Ne Resort,4.6,1326.0,https://www.google.com/maps/search/Anantara%20Mui%20Ne%20Resort%2C%2012A%20Nguyen%20Dinh%20Chieu
108286,Novotel Ha Long Bay,4.3,2314.0,https://www.google.com/maps/search/Novotel%20Ha%20Long%20Bay%20Hotel%2C%20160%20Ha%20Long%20Road%2C%20Bai%20Chay%20Ward
108643,Hanoi La Storia Ruby Hotel,4.9,1267.0,"https://www.google.com/maps/place/Hanoi+La+Storia+Ruby+Hotel/@21.032032,105.848127,17z/data=!4m9!3m8!1s0x3135abc03cedd401:0x66f00f8dbbf7fd68!5m2!4m1!1i2!8m2!3d21.032032!4d105.848127!16s%2Fg%2F1tcz5t2g?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
109119,Novotel Nha Trang,4.5,2616.0,https://www.google.com/maps/search/Novotel%20Nha%20Trang%20Hotel%2C%2050%20Tran%20Phu%20Street
109280,Duc Vuong Saigon Hotel - Bui Vien,4.3,578.0,https://www.google.com/maps/search/Duc%20Vuong%20Saigon%20Hotel%20-%20Bui%20Vien%2C%20195%20Bui%20Vien%20Street%2C%20Pham%20Ngu%20Lao%20Ward%2C%20District%201
109162,Sophia Hotel,3.5,165.0,https://www.google.com/maps/search/Sophia%20Hotel%2C%2036-38%20Thai%20Van%20Lung%20Street%2C%20District%201
111544,Mövenpick Hotel Hanoi Centre,4.5,2582.0,"https://www.google.com/maps/place/M%C3%B6venpick+Hotel+Hanoi+Centre/@21.0249157,105.8441287,17z/data=!4m9!3m8!1s0x3135ab974c6aef7f:0x969708a3a3367c82!5m2!4m1!1i2!8m2!3d21.0249157!4d105.8441287!16s%2Fg%2F1trc2f76?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
148680,Prostyle Hotel Ho Chi Minh ［プロスタイルホテルホーチミン・日本街・レタントン］,4.3,254.0,"https://www.google.com/maps/place/Prostyle+Hotel+Ho+Chi+Minh+%EF%BC%BB%E3%83%97%E3%83%AD%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%AB%E3%83%9B%E3%83%86%E3%83%AB%E3%83%9B%E3%83%BC%E3%83%81%E3%83%9F%E3%83%B3%E3%83%BB%E6%97%A5%E6%9C%AC%E8%A1%97%E3%83%BB%E3%83%AC%E3%82%BF%E3%83%B3%E3%83%88%E3%83%B3%EF%BC%BD/@10.7790381,106.7041379,17z/data=!4m9!3m8!1s0x31752f58875e47e9:0x89333cae8777ad48!5m2!4m1!1i2!8m2!3d10.7790381!4d106.7041379!16s%2Fg%2F11fp4gjywt?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
148705,,,,https://www.google.com/maps/search/Roseland%20Point%20Hotel%2C%2065%20Ho%20Tung%20Mau%20Street%2C%20Dist%201
148717,Sanouva Saigon Hotel,4.3,966.0,https://www.google.com/maps/search/Sanouva%20Saigon%20Hotel%2C%20175%20Ly%20Tu%20Trong%20st%2C%20Ben%20Thanh%20Ward%2C%20District%201
148706,Silverland Ben Thanh,4.5,1546.0,"https://www.google.com/maps/place/Silverland+Ben+Thanh/@10.771802,106.6890343,16z/data=!4m13!1m2!2m1!1sSilverland+Ben+Thanh,+14+-16+Le+Lai+Street,+Ben+Thanh+Ward,+Dist+1!3m9!1s0x31752f6810444323:0x6dda8d8c7be4f820!5m2!4m1!1i2!8m2!3d10.7718018!4d106.697274!15sCkJTaWx2ZXJsYW5kIEJlbiBUaGFuaCwgMTQgLTE2IExlIExhaSBTdHJlZXQsIEJlbiBUaGFuaCBXYXJkLCBEaXN0IDFaQCI-c2lsdmVybGFuZCBiZW4gdGhhbmggMTQgMTYgbGUgbGFpIHN0cmVldCBiZW4gdGhhbmggd2FyZCBkaXN0IDGSAQVob3RlbJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNNU9WcHhhVkZCRUFF4AEA-gEFCIMIED0!16s%2Fg%2F11v3q58dlf?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
149036,,,,"https://www.google.com/maps/search/Muong+Thanh+Luxury+Song+Han+Hotel,+115+Nguyen+Van+Linh+St.,+Nam+Duong+Ward,+Hai+Chau+District/@10.7577344,106.6631168,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
149038,,,,https://www.google.com/sorry/index?continue=https://www.google.com/maps/search/HAGL%2520Hotel%2520Gia%2520Lai%252C%252001%2520Phu%2520Dong&q=EhAkBUgCkRzdEDCpiv0x_3z3GIPq_80GIjCHancvi3Cmv6TtmtEQRklRm3KJ9ZUwUGcEXpk3-7OF_eFAnczTJAI8eZlasv3tNqgyAnJSWgFD
148960,Vuon Tao Dan Hotel,3.7,410.0,"https://www.google.com/maps/place/Vuon+Tao+Dan+Hotel/@10.779752,106.7049042,17z/data=!4m9!1m2!2m1!1sNorthern+Saigon+Hotel,+11a+Thi+S%C3%A1ch!3m5!1s0x317528bb7276a8e1:0xc1b7c789f6eea9b8!8m2!3d10.774562!4d106.690028!16s%2Fg%2F1tdrbw57?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
148730,Alagon City Hotel & Spa,4.3,918.0,"https://www.google.com/maps/place/Alagon+City+Hotel+%26+Spa/@10.7717097,106.6943275,17z/data=!4m10!1m2!2m1!1sAlagon+Central+Hotel+%26+Spa,+52B-62-64+Pham+Hong+Thai+Street,+Ben+Thanh+Ward!3m6!1s0x31752fb37d2ced6d:0x9009aa568dff6622!8m2!3d10.7715356!4d106.6943592!15sCktBbGFnb24gQ2VudHJhbCBIb3RlbCAmIFNwYSwgNTJCLTYyLTY0IFBoYW0gSG9uZyBUaGFpIFN0cmVldCwgQmVuIFRoYW5oIFdhcmSSAQVob3RlbOABAA!16s%2Fg%2F11fq_tbjqq?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
149067,,,,https://www.google.com/sorry/index?continue=https://www.google.com/maps/search/Sherwood%2520Residence%252C%2520127%2520Pasteur%2520District%25203&q=EhAkBUgCkRzdEDCpiv0x_3z3GIbq_80GIjBI4vYmpkhlZfV5BO3iy1fFF07_Qz35k3_zg5-jfJYfv2q8XPwH_dMdR_z74ZMs5OQyAnJSWgFD
159186,,,,https://www.google.com/sorry/index?continue=https://www.google.com/maps/search/Cochin%2520Zen%2520Hotel%252C%252046%2520Thu%2520Khoa%2520Huan&q=EhAkBUgCkRzdEDCpiv0x_3z3GInq_80GIjA4C-JaaTA6bLZhZQU9xokYxP0dWr6IhtbCJBcgyC1pCD6AWK6705Ogq7BEKU2PZXcyAnJSWgFD
161500,,,,https://www.google.com/sorry/index?continue=https://www.google.com/maps/search/Bizu%2520Hotel%252C%252015-17%2520Cao%2520Trieu%2520Phat%2520Street%252C%2520Hung%2520Phuoc%25201%252C%2520Phu%2520My%2520Hung%252C%2520District%25207&q=EhAkBUgCkRzdEDCpiv0x_3z3GIrq_80GIjBGuw9uTzj2mtJhbj9KoqtTW7wVi_7Gh6_h9MvBfbpCX1l4YdMINMqop8NF8f4VWlgyAnJSWgFD
161676,,,,https://www.google.com/sorry/index?continue=https://www.google.com/maps/search/Mercure%2520Hanoi%2520La%2520Gare%2520Hotel%252C%252094%2520Ly%2520Thuong%2520Kiet%2520Street%252C%25C2%25A0Hoan%2520Kiem%2520District&q=EhAkBUgCkRzdEDCpiv0x_3z3GIzq_80GIjCH2mBwsxfPcOpium8TsRhwxmZwaAgO94COoIuUqNHF0QZRV5goVmKT3k2LPKIvuo0yAnJSWgFD
161666,,,,https://www.google.com/sorry/index?continue=https://www.google.com/maps/search/Imperial%2520Hotel%2520%2526%2520Spa%252C%252044%2520Hang%2520Hanh%2520Street%252C%2520Hoan%2520Kiem%2520District&q=EhAkBUgCkRzdEDCpiv0x_3z3GIzq_80GIjD2CluaLtBzMF3Mr09qb_Osty33JsSsjVRcj-FnGyEmwP5Q_T2TfOJlupCTX69lW18yAnJSWgFD
161677,,,,https://www.google.com/sorry/index?continue=https://www.google.com/maps/search/Muong%2520Thanh%2520Holiday%2520Hue%2520Hotel%252C%252038%2520Le%2520Loi%2520Street%252C%2520Hue%2520city%252C%2520Viet%2520Nam&q=EhAkBUgCkRzdEDCpiv0x_3z3GI3q_80GIjCGEiaJe8F15JN-5eEwnow8hnL9MqPbt-nFajEhwWTwAgbOIOY-WrxGMD9Qnn4ZZPAyAnJSWgFD
161693,,,,https://www.google.com/sorry/index?continue=https://www.google.com/maps/search/Sun%2520River%2520Hotel%252C%2520132-134-136%2520Bach%2520Dang%2520Street%252C%2520Hai%2520Chau%2520District&q=EhAkBUgCkRzdEDCpiv0x_3z3GJDq_80GIjASXD8cFhqJRQovyTA1h3i4YneGuRm8X2gw687DWeOFa8qYx5swD35xRNm_SePjTwgyAnJSWgFD
161717,,,,https://www.google.com/sorry/index?continue=https://www.google.com/maps/search/Da%2520Nang%2520Pacific%2520Hotel%252C%252092%2520Phan%2520Chu%2520Trinh%2520Street&q=EhAkBUgCkRzdEDCpiv0x_3z3GJHq_80GIjDUghC5M0SXtdlZmLiiY0n9pnn88vKNYY2yZlZV1Z0oMch4Aleg6I48cjVs4hnRM20yAnJSWgFD
161729,The IMPERIAL Hotel,4.5,7058.0,"https://www.google.com/maps/place/The+IMPERIAL+Hotel/@10.3439636,107.0949631,17z/data=!4m9!3m8!1s0x31756ffb517a0ff3:0xb8e62d3c99845e4e!5m2!4m1!1i2!8m2!3d10.3439636!4d107.0949631!16s%2Fg%2F1pp2tjttk?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
161820,Thanh Binh Central Hotel,3.7,337.0,"https://www.google.com/maps/place/Thanh+Binh+Central+Hotel/@15.8806146,108.3261263,17z/data=!4m9!3m8!1s0x3169eee4ae62706f:0xf543b2596b2eeae2!5m2!4m1!1i2!8m2!3d15.8806146!4d108.3261263!16s%2Fg%2F1tdjz29v?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
161853,Aquarius Grand Hotel,4.6,377.0,"https://www.google.com/maps/place/Aquarius+Grand+Hotel/@21.0323462,105.8544512,17z/data=!4m9!3m8!1s0x3135abc05cd7b89f:0xb8a7f30563f40f2b!5m2!4m1!1i2!8m2!3d21.0323462!4d105.8544512!16s%2Fg%2F11xb378lh?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
161750,Queen Ann Hotel Sai Gon,4.0,593.0,"https://www.google.com/maps/place/Queen+Ann+Hotel+Sai+Gon/@10.7712088,106.6894836,17z/data=!4m9!3m8!1s0x31752f3ce7824fe5:0xfe8446301e4abaa9!5m2!4m1!1i2!8m2!3d10.7712088!4d106.6894836!16s%2Fg%2F1v_z6dmv?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
161742,A IN HOTEL RIVERSIDE,4.4,285.0,"https://www.google.com/maps/place/A+IN+HOTEL+RIVERSIDE/@10.761455,106.6933699,17z/data=!4m12!1m2!2m1!1sCozy+Midnight+Hotel,+145-147+Ly+Tu+Trong+Street,+Ben+Thanh+Ward,+District+1!3m8!1s0x31752f12242b5003:0x3adacdd84edac7f3!5m2!4m1!1i2!8m2!3d10.761455!4d106.6974898!16s%2Fg%2F11s5h6qzn_?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
165221,Romance Hotel,4.6,2819.0,"https://www.google.com/maps/place/Romance+Hotel/@16.4680862,107.5957794,17z/data=!4m9!3m8!1s0x3141a13d16750821:0x80261b146b17e968!5m2!4m1!1i2!8m2!3d16.4680862!4d107.5957794!16s%2Fg%2F1tg29ztj?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
164684,Rosa Zen Hotel & Spa,3.4,36.0,"https://www.google.com/maps/place/Rosa+Zen+Hotel+%26+Spa/@10.7719868,106.690727,17z/data=!4m9!3m8!1s0x31752f4b4a7146f1:0xdf9fbfb4f14ab7a4!5m2!4m1!1i2!8m2!3d10.7719868!4d106.690727!16s%2Fg%2F11zj155b6x?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
165226,Dakruco Hotel,4.1,1444.0,"https://www.google.com/maps/place/Dakruco+Hotel/@12.6934649,108.066457,17z/data=!4m9!3m8!1s0x3171f7c6a365a535:0xfd7a7fd5bf197cf4!5m2!4m1!1i2!8m2!3d12.6934649!4d108.066457!16s%2Fg%2F1vg_9byz?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
164672,Equatorial Ho Chi Minh City,4.4,4784.0,"https://www.google.com/maps/place/Equatorial+Ho+Chi+Minh+City/@10.763075,106.6750271,17z/data=!4m12!1m2!2m1!1sA25+Hotel+-+29+Bui+Thi+Xuan,+29+-+31+Bui+Thi+Xuan,+Ben+Thanh,+District+1,+Ho+Chi+Minh!3m8!1s0x31752f1e7a594605:0x1ef81c568253c68d!5m2!4m1!1i2!8m2!3d10.763075!4d106.6791469!16s%2Fg%2F1tkbvqjy?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
165281,Splendid Star Grand Hotel,4.5,912.0,"https://www.google.com/maps/place/Splendid+Star+Grand+Hotel/@21.0291683,105.8486817,17z/data=!4m9!3m8!1s0x3135ab95bcf17b5f:0x47dd95d858f15a51!5m2!4m1!1i2!8m2!3d21.0291683!4d105.8486817!16s%2Fg%2F1pp2x8tkw?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
165454,The Spring Hotel,3.8,257.0,"https://www.google.com/maps/place/The+Spring+Hotel/@10.7789972,106.7030973,17z/data=!4m9!3m8!1s0x31752f4888c32819:0x3ebf87e43d35f161!5m2!4m1!1i2!8m2!3d10.7789972!4d106.7030973!16s%2Fg%2F1wz5068j?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
165247,Muong Thanh Luxury Saigon Hotel,4.2,1499.0,"https://www.google.com/maps/place/Muong+Thanh+Luxury+Saigon+Hotel/@10.797245,106.6678981,17z/data=!4m12!1m2!2m1!1sLiberty+Central+Saigon+Centre+Hotel,+175-177-179+Le+Thanh+Ton+Street,+District+1!3m8!1s0x3175294e1f81bde7:0x2a8eeb556a2cd1c7!5m2!4m1!1i2!8m2!3d10.7972454!4d106.6720181!16s%2Fg%2F11fwg4vrz7?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
165511,JW Marriott Hotel & Suites Saigon,4.6,4507.0,"https://www.google.com/maps/place/JW+Marriott+Hotel+%26+Suites+Saigon/@10.7809413,106.6985079,18z/data=!4m13!1m2!2m1!1sInterContinental+Saigon,+Corner+Hai+Ba+Trung+Street+%26+Le+Duan+Boulevard,+District+1,+HCMC.,+Vietnam!3m9!1s0x31752f1ec86d8a65:0xe7ba8ef8a67451c8!5m2!4m1!1i2!8m2!3d10.7809413!4d106.7005678!15sCmNJbnRlckNvbnRpbmVudGFsIFNhaWdvbiwgQ29ybmVyIEhhaSBCYSBUcnVuZyBTdHJlZXQgJiBMZSBEdWFuIEJvdWxldmFyZCwgRGlzdHJpY3QgMSwgSENNQy4sIFZpZXRuYW0iA4gBAVpgIl5pbnRlcmNvbnRpbmVudGFsIHNhaWdvbiBjb3JuZXIgaGFpIGJhIHRydW5nIHN0cmVldCAmIGxlIGR1YW4gYm91bGV2YXJkIGRpc3RyaWN0IDEgaGNtYyB2aWV0bmFtkgEFaG90ZWzgAQA!16s%2Fg%2F11sp92f3n0?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
165709,The Summer Hotel,4.3,616.0,"https://www.google.com/maps/place/The+Summer+Hotel/@12.2365128,109.1940129,17z/data=!4m9!3m8!1s0x3170677b57706583:0x5231dfd49904a440!5m2!4m1!1i2!8m2!3d12.2365128!4d109.1940129!16s%2Fg%2F1ts1pqdc?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
165512,Equatorial Ho Chi Minh City,4.4,4784.0,"https://www.google.com/maps/place/Equatorial+Ho+Chi+Minh+City/@10.763075,106.6750271,17z/data=!4m12!1m2!2m1!1sInterContinental+Residences+Saigon,+Corner+Nguyen+Du+St+%26+Le+Van+Huu+Street!3m8!1s0x31752f1e7a594605:0x1ef81c568253c68d!5m2!4m1!1i2!8m2!3d10.763075!4d106.6791469!16s%2Fg%2F1tkbvqjy?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
168993,Mường Thanh Holiday Dalat Hotel,4.1,982.0,"https://www.google.com/maps/place/M%C6%B0%E1%BB%9Dng+Thanh+Holiday+Dalat+Hotel/@11.9438404,108.4399551,17z/data=!4m9!3m8!1s0x3138a88beb746411:0xdebf46854dd1b14!5m2!4m1!1i2!8m2!3d11.9438404!4d108.4399551!16s%2Fg%2F1tmqcpqf?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
168995,Silverland Min Hotel,4.4,628.0,"https://www.google.com/maps/place/Silverland+Min+Hotel/@10.7769829,106.7043023,17z/data=!4m9!3m8!1s0x31752f4615d1acdd:0x5290e6b1500e331!5m2!4m1!1i2!8m2!3d10.7769829!4d106.7043023!16s%2Fg%2F1wrt9bx1?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
168950,Equatorial Ho Chi Minh City,4.4,4784.0,"https://www.google.com/maps/place/Equatorial+Ho+Chi+Minh+City/@10.763075,106.6750271,17z/data=!4m12!1m2!2m1!1sAdora+Hotel,+42-+44+Thu+Khoa+Huan+Street,+Ben+Thanh+Ward,+District+1!3m8!1s0x31752f1e7a594605:0x1ef81c568253c68d!5m2!4m1!1i2!8m2!3d10.763075!4d106.6791469!16s%2Fg%2F1tkbvqjy?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
169047,Blessing 1,3.2,131.0,"https://www.google.com/maps/place/Blessing+1/@10.7718545,106.6965247,17z/data=!4m9!3m8!1s0x31752f3edfb64a65:0xdb181dbdfdde250f!5m2!4m1!1i2!8m2!3d10.7718545!4d106.6965247!16s%2Fg%2F12hqnk_cc?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
172335,Central Park SaiGon Hotel,4.1,149.0,"https://www.google.com/maps/place/Central+Park+SaiGon+Hotel/@10.786859,106.6931232,17z/data=!4m9!3m8!1s0x31752f339d825555:0xa059a32c42ce9ce0!5m2!4m1!1i2!8m2!3d10.786859!4d106.6931232!16s%2Fg%2F11fmz2ty9v?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
173618,HA MY HOTEL,3.4,119.0,"https://www.google.com/maps/place/HA+MY+HOTEL/@10.7746206,106.6965765,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f49520f6861:0x23044ea8468cffc6!8m2!3d10.7746206!4d106.6965765!16s%2Fg%2F1tfrt_c9?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
173622,Sen Viet Hotel,3.8,1466.0,"https://www.google.com/maps/place/Sen+Viet+Hotel/@10.7695121,106.6821116,17z/data=!4m9!3m8!1s0x31752f2221de9261:0x9efe89c667e982e2!5m2!4m1!1i2!8m2!3d10.7695121!4d106.6821116!16s%2Fg%2F1tgjhspv?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
178091,Silk Path Hotel Hanoi,4.4,1034.0,"https://www.google.com/maps/place/Silk+Path+Hotel+Hanoi/@21.0288202,105.8445892,17z/data=!4m9!3m8!1s0x3135ab94b32e315d:0x227b7acb2d00d700!5m2!4m1!1i2!8m2!3d21.0288202!4d105.8445892!16s%2Fg%2F11cjhh_wj6?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
178099,Alisa Hotel & Spa,4.2,323.0,"https://www.google.com/maps/place/Alisa+Hotel+%26+Spa/@21.0303566,105.8565503,17z/data=!4m9!3m8!1s0x3135abc1da4ec001:0x815169b17008f054!5m2!4m1!1i2!8m2!3d21.0303566!4d105.8565503!16s%2Fg%2F11gn21vn06?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
178114,La Nueva Boutique Hotel Hanoi,4.8,500.0,"https://www.google.com/maps/place/La+Nueva+Boutique+Hotel+Hanoi/@21.0316027,105.854983,17z/data=!4m9!3m8!1s0x3135ab67043a3a67:0x57709992fecadcf!5m2!4m1!1i2!8m2!3d21.0316027!4d105.854983!16s%2Fg%2F11s0s3w1qy?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
173625,Park Hyatt Saigon,4.5,4401.0,"https://www.google.com/maps/place/Park+Hyatt+Saigon/@10.777751,106.6992601,17z/data=!4m12!1m2!2m1!1sAmbassador+Saigon+Hotel,+84A+Bui+Thi+Xuan+Street!3m8!1s0x31752f462f8cac37:0x3d4cc4e3c1887abb!5m2!4m1!1i2!8m2!3d10.7777514!4d106.7033802!16s%2Fg%2F1tctc2p6?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
178195,Mercure Vung Tau,4.5,2718.0,"https://www.google.com/maps/place/Mercure+Vung+Tau/@10.3269272,107.0809916,17z/data=!4m9!3m8!1s0x317565569dd1fbd1:0x76a7c90046faca0b!5m2!4m1!1i2!8m2!3d10.3269272!4d107.0809916!16s%2Fg%2F11hf26_bhk?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
178218,A & EM Corporation - The Petit Hotel,3.7,120.0,"https://www.google.com/maps/place/A+%26+EM+Corporation+-+The+Petit+Hotel/@10.773135,106.6960832,17z/data=!4m9!3m8!1s0x31752f3c240b0831:0x94c7bce3db78b8d0!5m2!4m1!1i2!8m2!3d10.773135!4d106.6960832!16s%2Fg%2F1tfqc94d?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
178221,THE WHITE HOTEL 8A THÁI VĂN LUNG,3.5,430.0,"https://www.google.com/maps/place/THE+WHITE+HOTEL+8A+TH%C3%81I+V%C4%82N+LUNG/@10.7792651,106.704826,17z/data=!4m9!3m8!1s0x31752f3e90bf63b9:0x8d6975a4ace0b3b2!5m2!4m1!1i2!8m2!3d10.7792651!4d106.704826!16s%2Fg%2F1tfwgwgs?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
178283,Hoi An Golden Holiday Hotel & Spa,4.7,849.0,"https://www.google.com/maps/place/Hoi+An+Golden+Holiday+Hotel+%26+Spa/@15.8876095,108.3280217,17z/data=!4m9!3m8!1s0x31420fb3b020d4e7:0x1905af72b70abd6e!5m2!4m1!1i2!8m2!3d15.8876095!4d108.3280217!16s%2Fg%2F11fd7dj98x?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
179072,Palago Mc Hotel Park View,3.3,351.0,"https://www.google.com/maps/place/Palago+Mc+Hotel+Park+View/@10.7677828,106.6912274,17z/data=!4m9!3m8!1s0x31752fbc81ecab95:0x9ec00adc159f9111!5m2!4m1!1i2!8m2!3d10.7677828!4d106.6912274!16s%2Fg%2F12hl9407v?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
178219,Equatorial Ho Chi Minh City,4.4,4784.0,"https://www.google.com/maps/place/Equatorial+Ho+Chi+Minh+City/@10.763075,106.675027,17z/data=!4m12!1m2!2m1!1sA+%26+Em+Saigon+Hotel,+39+-+41+Thu+Khoa+Huan+Street,+Ben+Thanh+Ward,+District+1!3m8!1s0x31752f1e7a594605:0x1ef81c568253c68d!5m2!4m1!1i2!8m2!3d10.763075!4d106.6791469!16s%2Fg%2F1tkbvqjy?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D"
